,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
51892,WBGI,small_airport,Long Seridan Airport,607.0,AS,MY,MY-13,Long Seridan,WBGI,ODN,,"3.9670000076293945, 115.05000305175781"
51893,WBGJ,medium_airport,Limbang Airport,14.0,AS,MY,MY-13,Limbang,WBGJ,LMN,,"4.808300018310547, 115.01000213623047"
51894,WBGK,small_airport,Mukah Airport,13.0,AS,MY,MY-13,Mukah,WBGK,MKM,,"2.90639, 112.080002"
51895,WBGL,small_airport,Long Akah Airport,289.0,AS,MY,MY-13,Long Akah,WBGL,LKH,,"3.299999952316284, 114.78299713134766"
51896,WBGM,medium_airport,Marudi Airport,103.0,AS,MY,MY-13,Marudi,WBGM,MUR,,"4.178979873657227, 114.3290023803711"
51897,WBGN,small_airport,Sematan Airport,22.0,AS,MY,MY-13,Sematan,WBGN,BSE,,"1.8136099576950073, 109.76300048828125"
51899,WBGP,small_airport,Kapit Airport,65.0,AS,MY,MY-13,Kapit,WBGP,KPI,,"2.01052374505, 112.931468248"
51900,WBGQ,small_airport,Bakalalan Airport,2900.0,AS,MY,MY-13,Bakalalan,WBGQ,BKM,,"3.9739999771118164, 115.61799621582031"
51901,WBGR,medium_airport,Miri Airport,59.0,AS,MY,MY-13,Miri,WBGR,MYY,,"4.322010040283203, 113.98699951171875"
51902,WBGS,medium_airport,Sibu Airport,122.0,AS,MY,MY-13,Sibu,WBGS,SBW,,"2.2616000175476074, 111.98500061035156"
51903,WBGT,small_airport,Tanjung Manis Airport,15.0,AS,MY,MY-13,Tanjung Manis,WBGT,TGC,,"2.177839994430542, 111.2020034790039"
51904,WBGU,small_airport,Long Sukang Airport,1200.0,AS,MY,MY-13,Long Sukang,WBGU,LSU,,"4.552219867706299, 115.49400329589844"
51905,WBGW,small_airport,Lawas Airport,5.0,AS,MY,MY-13,Lawas,WBGW,LWY,,"4.84917, 115.407997"
51906,WBGY,closed,Simanggang Airport,47.0,AS,MY,MY-13,Sri Aman,WBGY,SGG,,"1.2219, 111.4636"
51907,WBGZ,medium_airport,Bario Airport,3350.0,AS,MY,MY-13,Bario,WBGZ,BBN,,"3.7338900566101074, 115.47899627685547"
51908,WBKA,small_airport,Semporna Airport,60.0,AS,MY,MY-12,Semporna,WBKA,SMM,,"4.449999809265137, 118.58300018310547"
51910,WBKD,medium_airport,Lahad Datu Airport,45.0,AS,MY,MY-12,Lahad Datu,WBKD,LDU,,"5.032249927520752, 118.3239974975586"
51911,WBKE,small_airport,Telupid Airport,343.0,AS,MY,MY-12,Telupid,WBKE,TEL,,"5.628610134124756, 117.1259994506836"
51912,WBKG,small_airport,Keningau Airport,1036.0,AS,MY,MY-12,Keningau,WBKG,KGU,,"5.357490062713623, 116.16200256347656"
51913,WBKH,small_airport,Sahabat [Sahabat 16] Airport,40.0,AS,MY,MY-12,Sahabat,WBKH,SXS,,"5.087779998779297, 119.09400177001953"
51914,WBKK,medium_airport,Kota Kinabalu International Airport,10.0,AS,MY,MY-12,Kota Kinabalu,WBKK,BKI,,"5.9372100830078125, 116.0510025024414"
51915,WBKL,medium_airport,Labuan Airport,101.0,AS,MY,MY-15,Labuan,WBKL,LBU,,"5.300680160522461, 115.25"
51916,WBKM,small_airport,Tomanggong Airport,26.0,AS,MY,MY-12,Tomanggong,WBKM,TMG,,"5.40257, 118.65763"
51917,WBKN,small_airport,Long Pasia Airport,3175.0,AS,MY,MY-12,Long Miau,WBKN,GSA,,"4.400000095367432, 115.71700286865234"
51918,WBKO,small_airport,Sepulot Airport,800.0,AS,MY,MY-12,Sepulot,WBKO,SPE,,"4.732999801635742, 116.46700286865234"
51919,WBKP,small_airport,Pamol Airport,36.0,AS,MY,MY-12,Pamol,WBKP,PAY,,"5.999300003051758, 117.39991760253906"
51920,WBKR,small_airport,Ranau Airport,1800.0,AS,MY,MY-12,Ranau,WBKR,RNU,,"5.949999809265137, 116.66699981689453"
51921,WBKS,medium_airport,Sandakan Airport,46.0,AS,MY,MY-12,Sandakan,WBKS,SDK,,"5.900899887084961, 118.05899810791016"
51922,WBKT,small_airport,Kudat Airport,10.0,AS,MY,MY-12,Kudat,WBKT,KUD,,"6.922500133514404, 116.83599853515625"
51924,WBKW,medium_airport,Tawau Airport,57.0,AS,MY,MY-12,Tawau,WBKW,TWU,,"4.320159912109375, 118.12799835205078"
51925,WBMU,medium_airport,Mulu Airport,80.0,AS,MY,MY-13,Mulu,WBMU,MZV,,"4.048329830169678, 114.80500030517578"
51926,WBSB,large_airport,Brunei International Airport,73.0,AS,BN,BN-BM,Bandar Seri Begawan,WBSB,BWN,,"4.944200038909912, 114.9280014038086"
51927,WEA,small_airport,Parker County Airport,990.0,,US,US-TX,Weatherford,KWEA,WEA,WEA,"32.7462997437, -97.6824035645"
51928,WED,small_airport,Wedau Airport,90.0,OC,PG,PG-MBA,Wedau,,WED,WDU,"-10.0954, 150.0826"
51930,WGU,closed,Wagau Airport,3853.0,OC,PG,PG-MPL,Wagau,,WGU,,"-6.8519, 146.8022"
51931,WGY,closed,Wagny Airport,1025.0,AF,GA,GA-7,Wagny,,WGY,,"-0.6035, 12.2608"
51932,WHL,small_airport,Welshpool Airport,35.0,OC,AU,AU-VIC,Welshpool,,WHL,,"-38.682382, 146.445331"
51952,WI1A,small_airport,Nusawiru Airport,16.0,AS,ID,ID-JB,Cijulang,WICN,CJN,WI1A,"-7.719895, 108.488995"
52041,WIAT,medium_airport,Radin Inten II (Branti) Airport,282.0,AS,ID,ID-LA,Bandar Lampung-Sumatra Island,WICT,TKG,,"-5.240556, 105.175556"
52042,WIBB,medium_airport,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,102.0,AS,ID,ID-RI,Pekanbaru-Sumatra Island,WIBB,PKU,,"0.46078601479530334, 101.44499969482422"
52043,WIBD,medium_airport,Pinang Kampai Airport,55.0,AS,ID,ID-RI,Dumai-Sumatra Island,WIBD,DUM,,"1.60919, 101.433998"
52044,WIBR,small_airport,Rokot Airport,1.0,AS,ID,ID-SB,Sipora Island,WIBR,RKO,,"-2.0991199016571045, 99.70069885253906"
52045,WIBS,small_airport,Sungai Pakning Bengkalis Airport,3.0,AS,ID,ID-RI,Bengkalis-Sumatra Island,WIBS,SEQ,,"1.3700000047683716, 102.13999938964844"
52046,WIBT,small_airport,Sei Bati Airport,33.0,AS,ID,ID-RI,Tanjung Balai-Karinmunbesar Island,WIBT,TJB,,"1.0527, 103.3931"
52048,WICC,medium_airport,Husein Sastranegara International Airport,2436.0,AS,ID,ID-JB,Bandung-Java Island,WICC,BDO,,"-6.900629997253418, 107.57599639892578"
52049,WICD,small_airport,Penggung Airport,89.0,AS,ID,ID-JB,Cirebon-Java Island,WICD,CBN,WIIC,"-6.756140232090001, 108.540000916"
52050,WICM,small_airport,Cibeureum Airport,1148.0,AS,ID,ID-JB,Tasikmalaya-Java Island,WICM,TSY,,"-7.346600055690001, 108.246002197"
52051,WID,closed,RAF Wildenrath,285.0,EU,DE,DE-NW,British Armed Forces,,WID,,"51.1141, 6.2151"
52052,WIDD,medium_airport,Hang Nadim International Airport,126.0,AS,ID,ID-RI,Batam Island,WIDD,BTH,,"1.12102997303, 104.119003296"
52053,WIDE,small_airport,Pasir Pangaraan Airport,151.0,AS,ID,ID-RI,Pasir Pengarayan-Sumatra Island,WIDE,PPR,,"0.8454310297966003, 100.37000274658203"
52054,WIDN,small_airport,Raja Haji Fisabilillah International Airport,52.0,AS,ID,ID-RI,Tanjung Pinang-Bintan Island,WIDN,TNJ,,"0.922683000565, 104.531997681"
52055,WIDS,small_airport,Dabo Airport,95.0,AS,ID,ID-RI,Pasirkuning-Singkep Island,WIDS,SIQ,,"-0.47918900847435, 104.5790023803711"
52056,WIHH,medium_airport,Halim Perdanakusuma International Airport,84.0,AS,ID,ID-JK,Jakarta,WIHH,HLP,,"-6.266610145568848, 106.89099884033203"
52057,WIHL,medium_airport,Tunggul Wulung Airport,69.0,AS,ID,ID-JT,Cilacap-Java Island,WIHL,CXP,,"-7.645060062410001, 109.033996582"
52058,WIHP,small_airport,Pondok Cabe Air Base,200.0,AS,ID,ID-JK,Jakarta,WIHP,PCB,,"-6.3369598388671875, 106.76499938964844"
52059,WIII,large_airport,Soekarno-Hatta International Airport,34.0,AS,ID,ID-BT,Jakarta,WIII,CGK,,"-6.1255698204, 106.65599823"
52064,WIMB,medium_airport,Binaka Airport,20.0,AS,ID,ID-SU,Gunung Sitoli-Nias Island,WIMB,GNS,,"1.16638, 97.704697"
52065,WIME,medium_airport,Aek Godang Airport,922.0,AS,ID,ID-SU,Padang Sidempuan-Sumatra Island,WIME,AEG,,"1.4001, 99.430496"
52068,WIMK,medium_airport,Soewondo Air Force Base,114.0,AS,ID,ID-SU,Medan-Sumatra Island,WIMK,MES,,"3.559167, 98.671111"
52070,WIMM,large_airport,Kualanamu International Airport,23.0,AS,ID,ID-SU,,WIMM,KNO,,"3.642222, 98.885278"
52071,WIMN,small_airport,Silangit Airport,4700.0,AS,ID,ID-SU,Siborong-Borong,WIMN,DTB,,"2.25973, 98.991898"
52072,WIMP,small_airport,Sibisa Airport,3081.0,AS,ID,ID-SU,Parapat-Sumatra Island,WIMP,SIW,,"2.6666669845581, 98.933334350586"
52074,WIMS,small_airport,Dr Ferdinand Lumban Tobing Airport,33.0,AS,ID,ID-SU,Sibolga-Sumatra Island,WIMS,FLZ,,"1.55594, 98.888901"
52077,WIOD,small_airport,Buluh Tumbang (H A S Hanandjoeddin) Airport,164.0,AS,ID,ID-BB,Tanjung Pandan-Belitung Island,WIOD,TJQ,,"-2.74571990967, 107.754997253"
52078,WIOG,medium_airport,Nanga Pinoh Airport,123.0,AS,ID,ID-KB,Nanga Pinoh-Borneo Island,WIOG,NPO,,"-0.34886899590492, 111.74800109863"
52080,WIOK,medium_airport,Ketapang(Rahadi Usman) Airport,46.0,AS,ID,ID-KB,Ketapang-Borneo Island,WIOK,KTG,,"-1.816640019416809, 109.96299743652344"
52081,WIOM,small_airport,Tarempa Airport,10.0,AS,ID,ID-RI,Matak Island,WIOM,MWK,,"3.3481199741363525, 106.25800323486328"
52082,WION,medium_airport,Ranai Airport,7.0,AS,ID,ID-RI,Ranai-Natuna Besar Island,WION,NTX,,"3.90871, 108.388"
52083,WIOO,medium_airport,Supadio Airport,10.0,AS,ID,ID-KB,Pontianak-Borneo Island,WIOO,PNK,,"-0.15071099996566772, 109.40399932861328"
52084,WIOP,medium_airport,Pangsuma Airport,297.0,AS,ID,ID-KB,Putussibau-Borneo Island,WIOP,PSU,,"0.8355780243873596, 112.93699645996094"
52085,WIOS,medium_airport,Sintang(Susilo) Airport,98.0,AS,ID,ID-KB,Sintang-Borneo Island,WIOS,SQG,,"0.06361900269985199, 111.4729995727539"
52086,WIPA,small_airport,Sultan Thaha Airport,82.0,AS,ID,ID-JA,Jambi-Sumatra Island,WIPA,DJB,,"-1.6380200386047363, 103.64399719238281"
52089,WIPI,small_airport,Muara Bungo Airport,214.0,AS,ID,ID-JA,Muara Bungo,WIPI,BUU,MRBMWS,"-1.1278, 102.135"
52090,WIPK,small_airport,Pangkal Pinang (Depati Amir) Airport,109.0,AS,ID,ID-BB,Pangkal Pinang-Palaubangka Island,WIPK,PGK,,"-2.16219997406, 106.138999939"
52091,WIPL,medium_airport,Fatmawati Soekarno Airport,50.0,AS,ID,ID-BE,Bengkulu-Sumatra Island,WIGG,BKS,,"-3.8637, 102.338997"
52093,WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,49.0,AS,ID,ID-SS,Palembang-Sumatra Island,WIPP,PLM,,"-2.8982501029968, 104.69999694824"
52094,WIPQ,medium_airport,Pendopo Airport,184.0,AS,ID,ID-SS,Talang Gudang-Sumatra Island,WIPQ,PDO,,"-3.2860701084136963, 103.87999725341797"
52095,WIPR,medium_airport,Japura Airport,62.0,AS,ID,ID-RI,Rengat-Sumatra Island,WIPR,RGT,,"-0.35280799865722656, 102.33499908447266"
52096,WIPT,medium_airport,Minangkabau International Airport,18.0,AS,ID,ID-SB,Ketaping/Padang - Sumatra Island,WIEE,PDG,,"-0.786917, 100.280998"
52097,WIPU,small_airport,Muko Muko Airport,24.0,AS,ID,ID-JA,Muko Muko-Sumatra Island,WIPU,MPC,,"-2.5418601036071777, 101.08799743652344"
52098,WIPV,small_airport,Keluang Airport,76.0,AS,ID,ID-SS,Keluang-Sumatra Island,WIPV,KLQ,,"-2.6235299110412598, 103.95500183105469"
52100,WITA,small_airport,Teuku Cut Ali Airport,17.0,AS,ID,ID-AC,Tapak Tuan-Sumatra Island,WITA,TPK,,"3.1707, 97.2869"
52101,WITB,small_airport,Maimun Saleh Airport,393.0,AS,ID,ID-AC,Sabang-We Island,WITN,SBG,,"5.87412977219, 95.33969879150001"
52102,WITC,small_airport,Seunagan Airport,10.0,AS,ID,ID-AC,Peureumeue-Sumatra Island,WITC,MEQ,,"4.25, 96.21700286865234"
52104,WITL,medium_airport,Lhok Sukon Airport,28.0,AS,ID,ID-AC,Lhok Sukon-Sumatra Island,WITL,LSX,,"5.069509983062744, 97.25920104980469"
52105,WITM,small_airport,Malikus Saleh Airport,90.0,AS,ID,ID-AC,Lhok Seumawe-Sumatra Island,WITM,LSW,,"5.226679801940918, 96.95030212402344"
52107,WITT,medium_airport,Sultan Iskandar Muda International Airport,65.0,AS,ID,ID-AC,Banda Aceh,WITT,BTJ,,"5.522872024010001, 95.42063713070002"
52108,WJBK,closed,Berkley Municipal Heliport,12.0,,US,US-CA,Oakland,WJBK,JBK,JBK,"37.8666, -122.3065"
52118,WMAN,small_airport,Sungai Tiang Airport,10.0,AS,MY,MY-06,Taman Negara,WMAN,SXT,,"4.330277919769287, 102.3949966430664"
52121,WMAU,small_airport,Mersing Airport,10.0,AS,MY,MY-01,Mersing,WMAU,MEP,,"2.382999897003174, 103.86699676513672"
52124,WMBA,small_airport,Sitiawan Airport,25.0,AS,MY,MY-08,Sitiawan,WMBA,SWY,,"4.2222, 100.6993"
52129,WMBI,small_airport,Taiping (Tekah) Airport,40.0,AS,MY,MY-08,Taiping,WMBI,TPG,,"4.8670001029968, 100.71700286865"
52130,WMBT,medium_airport,Pulau Tioman Airport,15.0,AS,MY,MY-06,Pulau Tioman,WMBT,TOD,,"2.8181800842285156, 104.16000366210938"
52132,WMKA,medium_airport,Sultan Abdul Halim Airport,15.0,AS,MY,MY-02,Alor Satar,WMKA,AOR,,"6.189670085906982, 100.39800262451172"
52133,WMKB,medium_airport,Butterworth Airport,11.0,AS,MY,MY-07,Butterworth,WMKB,BWH,,"5.4659199714660645, 100.39099884033203"
52134,WMKC,medium_airport,Sultan Ismail Petra Airport,16.0,AS,MY,MY-03,Kota Baharu,WMKC,KBR,,"6.1668500900268555, 102.29299926757812"
52135,WMKD,medium_airport,Kuantan Airport,58.0,AS,MY,MY-06,Kuantan,WMKD,KUA,,"3.7753899097442627, 103.20899963378906"
52136,WMKE,medium_airport,Kerteh Airport,18.0,AS,MY,MY-11,Kerteh,WMKE,KTE,,"4.537220001220703, 103.427001953125"
52138,WMKI,medium_airport,Sultan Azlan Shah Airport,130.0,AS,MY,MY-08,Ipoh,WMKI,IPH,,"4.567969799041748, 101.09200286865234"
52139,WMKJ,medium_airport,Senai International Airport,135.0,AS,MY,MY-01,Johor Bahru,WMKJ,JHB,,"1.64131, 103.669998"
52140,WMKK,large_airport,Kuala Lumpur International Airport,69.0,AS,MY,MY-14,Kuala Lumpur,WMKK,KUL,,"2.745579957962, 101.70999908447"
52141,WMKL,medium_airport,Langkawi International Airport,29.0,AS,MY,MY-02,Langkawi,WMKL,LGK,,"6.329730033874512, 99.72869873046875"
52142,WMKM,medium_airport,Malacca Airport,35.0,AS,MY,MY-04,Malacca,WMKM,MKZ,,"2.2633600235, 102.251998901"
52143,WMKN,medium_airport,Sultan Mahmud Airport,21.0,AS,MY,MY-11,Kuala Terengganu,WMKN,TGG,,"5.3826398849487305, 103.10299682617188"
52144,WMKP,medium_airport,Penang International Airport,11.0,AS,MY,MY-07,Penang,WMKP,PEN,,"5.297140121459961, 100.2770004272461"
52147,WMPA,small_airport,Pulau Pangkor Airport,19.0,AS,MY,MY-08,Pangkor Island,WMPA,PKG,,"4.244719982147217, 100.5530014038086"
52148,WMPR,small_airport,LTS Pulau Redang Airport,36.0,AS,MY,MY-11,Redang,WMPR,RDN,,"5.765279769897461, 103.00700378417969"
52149,WMSA,medium_airport,Sultan Abdul Aziz Shah International Airport,90.0,AS,MY,MY-10,Subang,WMSA,SZB,,"3.130579948425293, 101.54900360107422"
52157,WN07,small_airport,Decatur Shores Airport,38.0,,US,US-WA,Decatur,WN07,DTR,WN07,"48.499801635699995, -122.814002991"
52250,WNU,small_airport,Wanuma Airport,2260.0,OC,PG,PG-MPM,Wanuma,AYWH,WNU,WUA,"-4.8961, 145.3213"
52251,WPAT,small_airport,Atauro Airport,29.0,AS,TL,TL-DI,Atauro,WPAT,AUT,,"-8.243133, 125.606378"
52252,WPDB,medium_airport,Suai Airport,96.0,AS,TL,TL-CO,Suai,WPDB,UAI,,"-9.30331039428711, 125.28700256347656"
52254,WPDL,medium_airport,Presidente Nicolau Lobato International Airport,154.0,AS,TL,TL-DI,Dili,WPDL,DIL,,"-8.54640007019, 125.526000977"
52255,WPEC,medium_airport,Cakung Airport,1771.0,AS,TL,TL-BA,Baucau,WPEC,BCH,,"-8.489029884339999, 126.401000977"
52257,WPMN,small_airport,Maliana Airport,,AS,TL,TL-BO,Maliana,WPMN,MPT,,"-8.97224, 125.214996"
52258,WPOC,small_airport,Oecussi Airport,,AS,TL,TL-OE,Oecussi-Ambeno,WPOC,OEC,,"-9.198060035705566, 124.34300231933594"
52259,WPVQ,small_airport,Viqueque Airport,500.0,AS,TL,TL-VI,Viqueque,WPVQ,VIQ,,"-8.88379955291748, 126.37300109863281"
52261,WRKA,small_airport,Haliwen Airport,1027.0,AS,ID,ID-NT,Atambua-Timor Island,WATA,ABU,,"-9.073049545289999, 124.904998779"
52264,WRKL,small_airport,Gewayentana Airport,63.0,AS,ID,ID-NT,Larantuka-Flores Island,WATL,LKA,,"-8.274424, 123.002"
52267,WRKR,small_airport,David Constantijn Saudale Airport,470.0,AS,ID,ID-NT,Ba'a - Rote Island,WATR,RTI,,"-10.7673, 123.0747"
52268,WRKS,small_airport,Sabu-Tardanu Airport,71.0,AS,ID,ID-NT,Sabu-Sawu Island,WATS,SAU,,"-10.4924, 121.8482"
52269,WRLA,small_airport,Sanggata/Sangkimah Airport,60.0,AS,ID,ID-KI,Sanggata/Sangkimah,WALA,SGQ,,"0.3847, 117.543"
52270,WRLB,small_airport,Long Bawan Airport,3165.0,AS,ID,ID-KU,Long Bawan-Borneo Island,WALB,LBW,,"3.9028, 115.6921"
52271,WRLC,small_airport,Bontang Airport,49.0,AS,ID,ID-KI,Bontang-Borneo Island,WALC,BXT,,"0.119691, 117.474998"
52272,WRLF,small_airport,Nunukan Airport,30.0,AS,ID,ID-KU,Nunukan-Nunukan Island,WALF,NNX,,"4.13333333333, 117.666666667"
52273,WRLH,small_airport,Tanah Grogot Airport,17.0,AS,ID,ID-KI,Tanah Grogot-Borneo Island,WRLH,TNB,,"-1.91013002396, 116.202003479"
52277,WRLP,small_airport,Long Apung Airport,627.0,AS,ID,ID-KU,Long Apung-Borneo Island,WALP,LPU,,"1.704486, 114.970297"
52280,WRLY,heliport,Senipah Heliport,38.0,AS,ID,ID-KI,Senipah,WALY,SZH,,"-0.975679, 117.147701"
52368,WSA,small_airport,Wasua Airport,45.0,OC,PG,PG-WPD,Wasua,AYIW,WSA,WAA,"-8.2836, 142.8697"
52371,WSAP,medium_airport,Paya Lebar Air Base,65.0,AS,SG,SG-04,,WSAP,QPG,,"1.3604199886322021, 103.91000366210938"
52372,WSAT,medium_airport,Tengah Air Base,50.0,AS,SG,SG-03,,WSAT,TGA,,"1.38725996017, 103.708999634"
52373,WSB,seaplane_base,Steamboat Bay Seaplane Base,,,US,US-AK,Steamboat Bay,WSB,WSB,WSB,"55.5295982361, -133.641998291"
52374,WSJ,seaplane_base,San Juan /Uganik/ Seaplane Base,0.0,,US,US-AK,San Juan,,UGI,WSJ,"57.7304, -153.320999"
52375,WSM,small_airport,Wiseman Airport,1180.0,,US,US-AK,Wiseman,WSM,WSM,WSM,"67.4046020508, -150.123001099"
52376,WSSL,medium_airport,Seletar Airport,36.0,AS,SG,SG-02,Seletar,WSSL,XSP,,"1.416949987411499, 103.86799621582031"
52377,WSSS,large_airport,Singapore Changi Airport,22.0,AS,SG,SG-04,Singapore,WSSS,SIN,,"1.35019, 103.994003"
52392,WTT,small_airport,Wantoat Airport,3900.0,OC,PG,PG-MPL,Wantoat,AYWC,WTT,WNT,"-6.1325, 146.467777778"
52393,WUV,small_airport,Wuvulu Island Airport,16.0,OC,PG,PG-MRL,Wuvulu Island,AYVW,WUV,WUV,"-1.73611111111, 142.836666667"
52459,WV66,small_airport,Glendale Fokker Field,648.0,,US,US-WV,Glendale,WV66,GWV,WV66,"39.948699951200005, -80.7594985962"
52533,WZQ,small_airport,Urad Middle Banner,3996.0,AS,CN,CN-15,Urad Middle Banner,,WZQ,,"41.45958, 108.53454"
52539,X-TRPM,closed,W. H. Bramble Airport,,,MS,MS-U-A,Plymouth,TRPM,MNI,,"16.758899688720703, -62.15639877319336"
52548,X44,seaplane_base,Miami Seaplane Base,0.0,,US,US-FL,Miami,X44,MPB,X44,"25.778299331665, -80.170303344727"
52651,XBB,seaplane_base,Blubber Bay Seaplane Base,0.0,,CA,CA-BC,Blubber Bay,,XBB,,"49.793958, -124.621064"
52652,XBN,small_airport,Biniguni Airport,215.0,OC,PG,PG-NPP,Biniguni,AYBZ,XBN,BNI,"-9.6425, 149.303888889"
52654,XIG,small_airport,Xinguara Municipal Airport,800.0,SA,BR,BR-PA,Xinguara,,XIG,,"-7.0906, -49.9765"
52659,XLO,closed,Long Xuyên Airport,12.0,AS,VN,VN-44,Long Xuyên,,XLO,,"10.330134, 105.473144"
52662,XMA,small_airport,Maramag Airport,919.0,AS,PH,PH-BUK,Maramag,,XMA,,"7.7538, 125.0333"
52663,XMUC,closed,Flughafen München-Riem,,EU,DE,DE-BY,Munich,EDDM,MUC,,"48.137798309, 11.69029999"
52664,XNG,closed,Quảng Ngãi Airfield,50.0,AS,VN,VN-13,Quảng Ngãi,,XNG,,"15.115474, 108.771816"
52767,XUBS,medium_airport,Smolensk North Airport,820.0,EU,RU,RU-SMO,Smolensk,,LNX,XUBS,"54.824, 32.025"
52768,XVL,small_airport,Vinh Long Airfield,27.0,AS,VN,VN-49,Vinh Long,,XVL,,"10.2509, 105.9445"
52772,Y01,small_airport,Waukon Municipal Airport,1281.0,,US,US-IA,Waukon,Y01,UKN,Y01,"43.280498504639, -91.469497680664"
52794,YABA,medium_airport,Albany Airport,233.0,OC,AU,AU-WA,Albany,YABA,ALH,,"-34.94329833984375, 117.80899810791016"
52795,YABI,small_airport,Abingdon Downs Airport,,OC,AU,AU-QLD,,YABI,ABG,,"-17.616699218799997, 143.167007446"
52805,YADS,small_airport,Alton Downs Airport,,OC,AU,AU-SA,,YADS,AWN,,"-26.5333003998, 139.266998291"
52808,YAGD,small_airport,Augustus Downs Airport,46.0,OC,AU,AU-QLD,,YAGD,AUD,,"-18.514999389648438, 139.8780059814453"
52810,YAJ,seaplane_base,Lyall Harbour Seaplane Base,0.0,,CA,CA-BC,Saturna Island,,YAJ,,"48.7952, -123.1816"
52812,YALA,small_airport,Marla Airport,328.0,OC,AU,AU-SA,,YALA,MRP,,"-27.33329963684082, 133.6269989013672"
52818,YALX,small_airport,Alexandria Homestead Airport,,OC,AU,AU-NT,,YALX,AXL,,"-19.060199737548828, 136.7100067138672"
52821,YAMC,small_airport,Aramac Airport,232.0,OC,AU,AU-QLD,,YAMC,AXC,,"-22.966699600219727, 145.24200439453125"
52823,YAMK,small_airport,Andamooka Airport,76.0,OC,AU,AU-SA,,YAMK,ADO,,"-30.438299, 137.136993"
52825,YAMM,small_airport,Ammaroo Airport,,OC,AU,AU-NT,,YAMM,AMX,,"-21.738300323486328, 135.24200439453125"
52826,YAMT,small_airport,Amata Airport,695.0,OC,AU,AU-SA,,YAMT,AMT,,"-26.108299255371094, 131.20700073242188"
52828,YANG,small_airport,West Angelas Airport,2340.0,OC,AU,AU-WA,,YANG,WLP,,"-23.1355555556, 118.707222222"
52831,YANL,small_airport,Anthony Lagoon Airport,,OC,AU,AU-NT,,YANL,AYL,,"-18.018079031, 135.535068512"
52836,YAPH,medium_airport,Alpha Airport,1255.0,OC,AU,AU-QLD,Alpha,YAPH,ABH,,"-23.646099, 146.584"
52838,YAQ,seaplane_base,Maple Bay Seaplane Base,0.0,,CA,CA-BC,Maple Bay,,YAQ,,"48.8167, -123.6084"
52839,YARA,medium_airport,Ararat Airport,1008.0,OC,AU,AU-VIC,,YARA,ARY,,"-37.30939865112305, 142.98899841308594"
52841,YARG,small_airport,Argyle Airport,522.0,OC,AU,AU-WA,,YARG,GYL,,"-16.6369, 128.451004"
52845,YARM,medium_airport,Armidale Airport,3556.0,OC,AU,AU-NSW,Armidale,YARM,ARM,,"-30.528099060099997, 151.617004395"
52849,YARY,small_airport,Arrabury Airport,334.0,OC,AU,AU-QLD,,YARY,AAB,,"-26.693023, 141.047771"
52858,YAUR,small_airport,Aurukun Airport,31.0,OC,AU,AU-QLD,Aurukun,YAUR,AUU,,"-13.354067, 141.72065"
52859,YAUS,small_airport,Austral Downs Airport,,OC,AU,AU-NT,,YAUS,AWP,,"-20.5, 137.75"
52860,YAUV,small_airport,Auvergne Airport,,OC,AU,AU-NT,,YAUV,AVG,,"-15.699999809265137, 130"
52864,YAYE,medium_airport,Ayers Rock Connellan Airport,1626.0,OC,AU,AU-NT,Ayers Rock,YAYE,AYQ,,"-25.1861, 130.975998"
52865,YAYR,small_airport,Ayr Airport,41.0,OC,AU,AU-QLD,,YAYR,AYR,,"-19.584400177001953, 147.32899475097656"
52868,YBAF,small_airport,Brisbane Archerfield Airport,63.0,OC,AU,AU-QLD,Brisbane,YBAF,ACF,,"-27.5702991486, 153.007995605"
52871,YBAM,small_airport,Northern Peninsula Airport,34.0,OC,AU,AU-QLD,Bamaga,YNPE,ABM,,"-10.9508, 142.459"
52874,YBAR,medium_airport,Barcaldine Airport,878.0,OC,AU,AU-QLD,Barcaldine,YBAR,BCI,,"-23.5652999878, 145.307006836"
52875,YBAS,medium_airport,Alice Springs Airport,1789.0,OC,AU,AU-NT,Alice Springs,YBAS,ASP,,"-23.806699752807617, 133.90199279785156"
52876,YBAU,small_airport,Badu Island Airport,14.0,OC,AU,AU-QLD,,YBAU,BDD,,"-10.149999618499999, 142.1734"
52877,YBAW,small_airport,Barkly Downs Airport,810.0,OC,AU,AU-QLD,,YBAW,BKP,,"-20.4958333333, 138.474722222"
52880,YBBE,small_airport,Big Bell Airport,,OC,AU,AU-WA,Big Bell,YBBE,BBE,,"-27.3285999298, 117.672996521"
52882,YBBN,large_airport,Brisbane International Airport,13.0,OC,AU,AU-QLD,Brisbane,YBBN,BNE,,"-27.384199142456055, 153.11700439453125"
52886,YBCG,medium_airport,Gold Coast Airport,21.0,OC,AU,AU-QLD,Gold Coast,YBCG,OOL,,"-28.1644001007, 153.505004883"
52888,YBCK,medium_airport,Blackall Airport,928.0,OC,AU,AU-QLD,Blackall,YBCK,BKQ,,"-24.427799224900003, 145.429000854"
52892,YBCS,medium_airport,Cairns International Airport,10.0,OC,AU,AU-QLD,Cairns,YBCS,CNS,,"-16.885799408, 145.755004883"
52893,YBCV,medium_airport,Charleville Airport,1003.0,OC,AU,AU-QLD,Charleville,YBCV,CTL,,"-26.4132995605, 146.261993408"
